JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,직무정보
고객서비스·리테일,경호·경비,경비원,RCE,64.3,42.6,41.8,48.0,45.8,50.1,X,"1. 직무 정의: 경호·경비 직무는 개인이나 시설의 안전을 확보하기 위해 위험 요소를 분석하고 예방 조치를 시행하는 역할을 합니다. 이 직무는 위기 상황 발생 시 신속하게 대응하여 안전을 유지하는 생명주기를 포함합니다.

2. 핵심 역할: 경호·경비 직무의 주요 목표는 고객과 자산의 안전을 보장하고 위험을 최소화하는 것입니다.

3. 주요 업무:
   - 위험 분석 및 평가: 잠재적인 위험 요소를 식별하고 분석하여 경호 계획을 수립합니다.
   - 경호 계획 수립: 고객의 요구에 맞춘 경호 전략을 개발하고 실행합니다.
   - 현장 경비 운영: 경비 인력을 배치하고 현장 상황을 모니터링하여 안전을 유지합니다.
   - 위기 대응 및 보고: 위기 상황 발생 시 신속하게 대응하고, 사건 발생 후 보고서를 작성합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 안전 관리 및 위험 분석에 대한 이론적 지식
     - 법률 및 규정(예: 개인정보 보호법, 경비업법)에 대한 이해
   - 주요 사용 언어 및 툴
     - 보안 시스템(예: CCTV, 출입 통제 시스템) 사용 경험
     - 커뮤니케이션 툴(예: 무전기, 스마트폰 앱) 활용 능력
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 고객과의 효과적인 커뮤니케이션 능력
     - 위기 상황에서의 신속한 판단 및 의사 결정 능력"
고객서비스·리테일,매장관리자,소매 판매직 1선 감독자,ECS,45.6,35.6,41.8,54.5,69.6,56.7,X,"1. 직무 정의: 매장관리자는 매장의 운영과 관리를 책임지며, 고객 서비스와 매출 증대를 위한 전략을 수립하고 실행합니다. 이 직무는 재고 관리, 직원 교육 및 고객 경험 개선을 포함한 생명주기 전반에 걸쳐 다양한 업무를 수행합니다.

2. 핵심 역할: 매장관리자는 매장의 효율적인 운영과 고객 만족을 통해 매출 목표를 달성하는 것을 가장 중요한 목표로 삼습니다.

3. 주요 업무: 
   - 매장 운영 계획 수립 및 실행: 매출 목표 설정, 프로모션 기획 및 운영 전략 수립에 관여합니다.
   - 재고 관리: 상품 재고 수준을 모니터링하고, 발주 및 재고 조정을 통해 적정 재고를 유지합니다.
   - 직원 관리 및 교육: 직원의 업무 성과를 평가하고, 필요한 교육을 제공하여 팀의 역량을 강화합니다.
   - 고객 서비스 개선: 고객 피드백을 분석하고, 서비스 품질 향상을 위한 방안을 모색합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 소매업 운영 및 관리에 대한 이해
     - 고객 서비스 및 판매 기술에 대한 지식
   - 주요 사용 언어 및 툴
     - POS 시스템(예: Square, Vend) 사용 경험
     - 재고 관리 소프트웨어(예: TradeGecko, Zoho Inventory) 활용 능력
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 관리 및 리더십 능력
     - 고객 응대 및 문제 해결 능력
     - 매출 분석 및 보고서 작성 능력"
고객서비스·리테일,뷰티·미용사,"미용사, 헤어스타일리스트 및 코스메톨로지스트",RCS,60.0,38.3,56.4,54.3,47.5,40.9,X,"1. 직무 정의: 뷰티·미용사는 고객의 피부, 머리카락, 손톱 등을 관리하고 아름다움을 향상시키기 위한 다양한 서비스를 제공합니다. 이들은 메이크업, 헤어 스타일링, 피부 관리 등 생명주기 전반에 걸쳐 고객의 요구에 맞춘 맞춤형 솔루션을 제공합니다.

2. 핵심 역할: 뷰티·미용사는 고객의 외적인 아름다움을 극대화하고 자신감을 높이는 것을 주요 목표로 합니다.

3. 주요 업무: 
   - 고객 상담 및 요구 분석: 고객의 필요와 선호를 파악하여 맞춤형 서비스 계획을 수립합니다.
   - 서비스 제공: 메이크업, 헤어컷, 염색, 피부 관리 등 다양한 뷰티 서비스를 직접 수행합니다.
   - 제품 추천 및 판매: 고객에게 적합한 뷰티 제품을 추천하고 판매하여 고객 만족도를 높입니다.
   - 트렌드 연구 및 기술 연마: 최신 뷰티 트렌드와 기술을 지속적으로 학습하여 서비스 품질을 향상시킵니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 뷰티 및 미용 관련 이론: 피부 구조, 색채 이론, 메이크업 기술 등을 이해합니다.
   - 주요 사용 언어 및 툴
     - 뷰티 제품 및 도구: 메이크업 브러시, 헤어 드라이어, 스킨케어 제품(예: 세럼, 크림) 등을 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객 관리 능력: 고객과의 원활한 소통 및 관계 형성을 통해 신뢰를 구축합니다.
     - 팀워크: 다른 뷰티 전문가와 협력하여 종합적인 서비스를 제공합니다."
고객서비스·리테일,설치·수리기사,유지보수 및 수리원(일반),RCI,68.6,44.7,43.2,41.2,37.4,43.1,X,"1. 직무 정의: 설치·수리기사는 다양한 기계 및 장비의 설치와 유지보수를 담당하며, 고객의 요구에 맞춰 제품을 최적의 상태로 운영할 수 있도록 지원합니다. 이 직무는 제품의 초기 설치부터 정기적인 점검 및 수리에 이르는 생명주기 전반을 포함합니다.

2. 핵심 역할: 설치·수리기사는 고객의 기계 및 장비가 원활하게 작동하도록 보장하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 설치: 고객의 요구에 따라 기계 및 장비를 현장에서 설치하고 초기 설정을 진행합니다.
   - 점검: 정기적인 유지보수를 통해 기계의 성능을 점검하고 문제를 사전에 예방합니다.
   - 수리: 고장 발생 시 신속하게 문제를 진단하고 수리하여 장비의 가동 중단 시간을 최소화합니다.
   - 고객 지원: 고객에게 사용 방법 및 유지보수 방법에 대한 교육을 제공하고, 필요 시 추가 지원을 제공합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 기계 및 전기 이론에 대한 이해가 필요합니다.
     - 관련 법규 및 안전 규정에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 진단 도구(예: 멀티미터, 진단 소프트웨어) 및 수리 도구(예: 드라이버 세트, 렌치)를 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객과의 원활한 의사소통 능력이 필요합니다.
     - 팀원과 협력하여 문제를 해결하는 능력이 요구됩니다."
고객서비스·리테일,스타일리스트,"미용사, 헤어스타일리스트 및 코스메톨로지스트; 패션 디자이너",ARE,57.0,40.4,68.7,49.6,49.7,35.8,X,"1. 직무 정의: 스타일리스트는 고객의 요구와 트렌드를 반영하여 의상, 액세서리, 메이크업 등을 조합하여 최적의 스타일을 제안하는 전문가입니다. 이들은 패션쇼, 광고 촬영, 개인 고객의 스타일링 등 다양한 분야에서 활동하며, 전체적인 비주얼을 관리합니다.

2. 핵심 역할: 스타일리스트의 존재 이유는 고객의 개성과 요구를 반영한 스타일링을 통해 그들의 이미지를 극대화하는 것입니다.

3. 주요 업무:
   - 고객 상담 및 요구 분석: 고객의 스타일 선호도와 필요를 파악합니다.
   - 스타일링 기획: 트렌드 분석을 바탕으로 스타일링 컨셉을 구상합니다.
   - 의상 및 액세서리 선택: 적합한 의상과 액세서리를 선정하여 조합합니다.
   - 최종 스타일링 및 피드백: 스타일링을 실행하고 고객의 피드백을 반영하여 수정합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 패션 트렌드 및 스타일링 이론에 대한 이해가 필요합니다.
     - 색상 이론 및 조화에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 이미지 편집 툴(예: Adobe Photoshop, Illustrator)을 사용합니다.
     - 스타일링 관련 소프트웨어(예: Lookbook, Stylebook)를 활용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객과의 원활한 커뮤니케이션 능력이 필요합니다.
     - 팀원 및 다른 전문가(예: 메이크업 아티스트, 포토그래퍼)와의 협업 능력이 중요합니다."
고객서비스·리테일,승무원,승무원,CRS,54.0,41.5,42.4,56.9,48.8,47.1,X,"1. 직무 정의: 승무원은 항공기 내에서 승객의 안전과 편안함을 책임지며, 비행 전후 및 비행 중 다양한 서비스를 제공합니다. 이들은 비상 상황 발생 시 신속하게 대응하고, 승객의 요구에 부응하여 원활한 비행 경험을 제공합니다.

2. 핵심 역할: 승무원의 주요 목표는 승객의 안전을 최우선으로 하여 편안하고 즐거운 비행을 제공하는 것입니다.

3. 주요 업무:
   - 비행 전 준비: 항공기 점검 및 승객 탑승 안내를 통해 안전한 비행을 위한 준비를 합니다.
   - 승객 서비스: 기내 식음료 제공 및 승객 요청에 대한 응대를 통해 편안한 비행 환경을 조성합니다.
   - 안전 관리: 비상 절차 및 안전 장비 사용법을 안내하며, 비상 상황 발생 시 신속하게 대응합니다.
   - 비행 후 정리: 기내 청소 및 승객 하차 후 항공기 상태 점검을 통해 다음 비행을 준비합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 항공 안전 규정 및 절차에 대한 이해가 필요합니다.
     - 고객 서비스 및 커뮤니케이션 기술에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 영어 및 기타 외국어(예: 스페인어, 중국어) 구사 능력이 중요합니다.
     - 기내 서비스 시스템(예: 기내 주문 시스템) 사용 경험이 필요합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크 및 협업 능력을 통해 동료 승무원과 원활하게 소통합니다.
     - 스트레스 상황에서의 문제 해결 능력이 요구됩니다."
고객서비스·리테일,애견미용·훈련,동물 돌봄 종사자,RSC,64.1,46.3,45.9,54.6,37.3,34.1,X,"1. 직무 정의: 애견미용·훈련 직무는 반려견의 외모를 관리하고, 행동을 교정하는 역할을 수행합니다. 이 직무는 애견의 건강과 복지를 증진시키기 위해 미용과 훈련을 통합적으로 관리합니다.

2. 핵심 역할: 애견미용·훈련 직무의 가장 중요한 목표는 반려견의 외모와 행동을 개선하여 주인과의 유대감을 강화하는 것입니다.

3. 주요 업무:
   - 미용 계획 수립: 반려견의 품종과 상태에 맞는 미용 스타일을 계획합니다.
   - 미용 실시: 털 깎기, 목욕, 귀 청소 등 다양한 미용 작업을 수행합니다.
   - 행동 훈련: 기본 명령어 교육 및 문제 행동 교정을 위한 훈련을 진행합니다.
   - 고객 상담: 반려견 주인과의 상담을 통해 맞춤형 미용 및 훈련 서비스를 제공합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 반려견의 생리 및 행동학에 대한 이해가 필요합니다.
     - 미용 기술 및 훈련 방법론에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 미용 도구(가위, 브러시 등) 및 훈련 도구(리드줄, 클릭커 등)를 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객과의 원활한 소통 능력이 필요합니다.
     - 팀원과의 협업을 통해 효율적인 서비스 제공에 기여합니다."
고객서비스·리테일,여행에이전트,여행 대리인,ECS,37.4,38.0,47.9,58.4,62.4,58.4,X,"1. 직무 정의: 여행에이전트는 고객의 여행 계획을 수립하고, 항공권, 숙소, 관광지 등을 예약하여 원활한 여행 경험을 제공합니다. 또한, 고객의 요구에 맞춘 맞춤형 여행 패키지를 제안하고 관리합니다.

2. 핵심 역할: 고객의 여행 만족도를 극대화하기 위해 최적의 여행 솔루션을 제공하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 고객 상담 및 요구 분석: 고객의 여행 목적과 선호도를 파악하여 맞춤형 여행 계획을 수립합니다.
   - 여행 상품 기획 및 제안: 다양한 여행 상품을 조사하고, 고객에게 적합한 패키지를 제안합니다.
   - 예약 및 확인: 항공권, 숙소, 렌터카 등 필요한 예약을 진행하고, 예약 내용을 고객에게 확인합니다.
   - 여행 후 관리: 고객의 여행 후 피드백을 수집하고, 향후 여행에 대한 개선점을 도출합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 여행 산업에 대한 이해: 여행 상품, 항공사, 숙소, 관광지에 대한 지식이 필요합니다.
   - 주요 사용 언어 및 툴
     - 예약 시스템 소프트웨어 (예: Amadeus, Sabre)
     - 고객 관리 시스템 (예: Salesforce)
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객 서비스 및 커뮤니케이션 능력: 고객과의 원활한 소통을 통해 신뢰를 구축합니다.
     - 문제 해결 능력: 여행 중 발생할 수 있는 다양한 문제를 신속하게 해결합니다."
고객서비스·리테일,운영보조·매니저,총괄 및 운영 관리자; 행정 서비스 관리자,ECS,41.1,42.7,42.9,53.1,68.1,60.0,X,"1. 직무 정의: 운영보조·매니저는 조직의 운영 효율성을 높이기 위해 다양한 지원 업무를 수행하며, 일상적인 운영 프로세스를 관리합니다. 이 직무는 업무의 원활한 흐름을 유지하고, 문제 발생 시 신속하게 대응하는 역할을 포함합니다.

2. 핵심 역할: 운영보조·매니저의 가장 중요한 목표는 조직의 운영을 지원하고 최적화하여 생산성을 향상시키는 것입니다.

3. 주요 업무:
   - 업무 계획 수립: 운영 목표에 맞춰 일일, 주간, 월간 업무 계획을 수립합니다.
   - 데이터 관리: 운영에 필요한 데이터를 수집하고 분석하여 보고서를 작성합니다.
   - 커뮤니케이션 및 조정: 팀 내외부와의 원활한 소통을 통해 업무 조정을 수행합니다.
   - 문제 해결: 운영 중 발생하는 문제를 신속하게 파악하고 해결 방안을 제시합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 운영 관리 이론: Lean Management, Six Sigma 등의 기본 개념을 이해합니다.
   - 주요 사용 언어 및 툴
     - 데이터 분석 툴: Excel, Google Sheets 등을 사용합니다.
     - 프로젝트 관리 툴: Trello, Asana 등을 활용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀워크 및 협업 능력: 다양한 팀과 협력하여 목표를 달성하는 능력이 필요합니다.
     - 문제 해결 능력: 발생하는 문제를 분석하고 효과적으로 해결하는 능력이 요구됩니다."
고객서비스·리테일,이벤트·웨딩플래너,회의·컨벤션·행사 기획자,ECS,36.2,37.6,51.2,59.8,69.6,54.0,X,"1. 직무 정의: 이벤트·웨딩플래너는 고객의 요구에 맞춰 결혼식 및 다양한 이벤트를 기획하고 실행하는 역할을 합니다. 이들은 예산 관리, 장소 선정, 공급업체 조정 등을 통해 행사 생명주기 전반을 관리합니다.

2. 핵심 역할: 고객의 비전과 요구를 실현하여 기억에 남는 특별한 순간을 창출하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 기획: 고객의 요구사항을 바탕으로 행사 컨셉 및 테마를 설정합니다.
   - 조정: 장소, 공급업체(케이터링, 꽃장식, 사진작가 등)와의 협의를 통해 필요한 자원을 조정합니다.
   - 실행: 행사 당일 모든 요소가 원활하게 진행되도록 현장 관리 및 문제 해결을 담당합니다.
   - 평가: 행사 종료 후 고객 피드백을 수집하고, 향후 개선점을 도출합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 이벤트 기획 및 관리에 대한 이해
     - 고객 서비스 및 커뮤니케이션 기술
   - 주요 사용 언어 및 툴
     - 프로젝트 관리 툴(Asana, Trello)
     - 디자인 소프트웨어(Canva, Adobe Creative Suite)
   - 인프라/운영/협업 등 실무 적용 역량
     - 예산 관리 및 비용 분석 능력
     - 다양한 이해관계자와의 협업 및 조정 능력
     - 문제 해결 및 위기 관리 능력"
고객서비스·리테일,장례지도사,"장례지도사, 장의사 및 장례 일정 담당자",CES,51.0,37.4,45.6,58.3,55.4,50.5,X,"1. 직무 정의: 장례지도사는 고인의 마지막 길을 준비하고 가족의 슬픔을 지원하는 역할을 수행합니다. 장례식의 기획, 운영 및 후속 지원을 통해 고인의 존엄성을 유지하고 유족의 정서를 배려합니다.

2. 핵심 역할: 장례지도사는 고인의 장례 절차를 원활하게 진행하고 유족에게 정서적 지원을 제공하는 것을 가장 중요한 목표로 합니다.

3. 주요 업무:
   - 상담 및 기획: 유족과 상담하여 장례식의 형태와 절차를 기획합니다.
   - 장례식 준비: 고인의 유품 정리, 장례식 장소 예약 및 장식 등을 준비합니다.
   - 장례식 운영: 장례식 당일의 진행을 관리하고, 참석자들의 안내 및 지원을 담당합니다.
   - 사후 관리: 장례식 후 유족의 심리적 지원 및 필요한 후속 서비스를 제공합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 장례 관련 법규 및 절차에 대한 이해가 필요합니다.
     - 심리학적 지식(예: 슬픔의 단계)에 대한 이해가 요구됩니다.
   - 주요 사용 언어 및 툴
     - 장례 관련 소프트웨어(예: 장례식 관리 시스템) 사용 경험이 필요합니다.
     - 커뮤니케이션 도구(예: 이메일, 전화) 활용 능력이 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 유족과의 원활한 소통 능력이 필요합니다.
     - 팀원 및 외부 업체(예: 화장장, 장례식장)와의 협업 능력이 요구됩니다."
고객서비스·리테일,정비기사,버스·트럭 정비사 및 디젤엔진 전문기술자; 유지보수 및 수리원(일반),RCI,68.6,47.1,42.5,40.4,36.7,40.9,X,"1. 직무 정의: 정비기사는 차량의 고장 진단 및 수리를 수행하며, 정기적인 점검과 유지보수를 통해 차량의 안전성과 성능을 유지합니다. 이 직무는 차량의 생명주기 전반에 걸쳐 필요한 기술적 지원을 제공합니다.

2. 핵심 역할: 정비기사는 차량의 안전성과 신뢰성을 확보하기 위해 필수적인 유지보수 및 수리 작업을 수행하는 역할을 합니다.

3. 주요 업무:
   - 진단: 차량의 고장을 진단하고 문제의 원인을 파악합니다.
   - 수리: 고장 부품을 교체하거나 수리하여 차량의 정상 작동을 복원합니다.
   - 점검: 정기적인 차량 점검을 통해 안전성과 성능을 평가합니다.
   - 유지보수: 차량의 성능 유지를 위해 필요한 정비 작업을 수행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 자동차 구조 및 작동 원리에 대한 이해가 필요합니다.
     - 정비 관련 법규 및 안전 규정에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 진단 장비(OBD-II 스캐너) 및 정비 소프트웨어(예: Alldata, Mitchell) 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원과의 협업을 통해 문제를 해결하는 능력이 필요합니다.
     - 고객과의 원활한 소통 및 서비스 제공 능력이 요구됩니다."
고객서비스·리테일,플로리스트,플로럴 디자이너,RAC,58.5,39.5,64.0,45.8,50.7,40.8,X,"1. 직무 정의: 플로리스트는 꽃과 식물을 활용하여 아름다운 꽃다발, 장식 및 설치물을 디자인하고 제작하는 전문가입니다. 고객의 요구에 맞춰 다양한 스타일과 테마에 맞는 플로리스트리 작업을 수행합니다.

2. 핵심 역할: 플로리스트의 주요 목표는 고객의 감정과 메시지를 전달하는 아름답고 창의적인 꽃 장식을 제공하는 것입니다.

3. 주요 업무:
   - 상담 및 기획: 고객과의 상담을 통해 요구사항을 파악하고 디자인 컨셉을 기획합니다.
   - 디자인 및 제작: 꽃과 식물을 선택하여 꽃다발, 장식, 설치물 등을 디자인하고 제작합니다.
   - 유지 관리: 제작한 꽃 장식의 상태를 점검하고 필요한 경우 보수 및 유지 관리를 수행합니다.
   - 판매 및 마케팅: 플로리스트리 제품을 판매하고, 소셜 미디어 및 이벤트를 통해 마케팅 활동을 진행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 식물학 및 꽃의 특성에 대한 이해
     - 색채 이론 및 디자인 원칙에 대한 지식
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객과의 원활한 커뮤니케이션 능력
     - 팀워크 및 협업을 통한 프로젝트 진행 능력
     - 시간 관리 및 일정 조정 능력"
고객서비스·리테일,호텔종사자,호텔·모텔·리조트 데스크 사무원,CSE,44.9,34.8,44.0,59.5,50.8,58.3,X,"1. 직무 정의: 호텔종사자는 호텔의 다양한 서비스와 운영을 관리하며, 고객에게 최상의 숙박 경험을 제공하는 역할을 합니다. 이 직무는 프론트 데스크, 객실 관리, 식음료 서비스 등 생명주기 전반에 걸쳐 고객과의 접점을 담당합니다.

2. 핵심 역할: 호텔종사자는 고객 만족도를 극대화하고, 호텔 운영의 효율성을 높이는 것을 가장 중요한 목표로 삼습니다.

3. 주요 업무:
   - 고객 응대 및 예약 관리: 고객의 문의에 응답하고, 예약을 처리하며, 체크인 및 체크아웃 절차를 관리합니다.
   - 객실 관리: 객실 청소 및 유지보수를 관리하고, 고객의 요구 사항을 반영하여 객실 상태를 최적화합니다.
   - 식음료 서비스: 레스토랑 및 바의 운영을 지원하며, 고객에게 음식을 제공하고, 서비스 품질을 유지합니다.
   - 고객 피드백 관리: 고객의 의견과 불만을 수집하고, 이를 바탕으로 서비스 개선 방안을 마련합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 호텔 운영 및 관리에 대한 기본 지식
     - 고객 서비스 및 커뮤니케이션 기술에 대한 이해
   - 주요 사용 언어 및 툴
     - 예약 관리 시스템(예: Opera, Fidelio)
     - 고객 관리 소프트웨어(CRM) 및 POS 시스템
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 내 협업 및 의사소통 능력
     - 문제 해결 및 갈등 관리 능력
     - 시간 관리 및 멀티태스킹 능력"
공공·복지,방역·방재기사,해충 방제원; 소방 검사관 및 조사관,RCI,63.2,52.6,42.0,44.0,45.0,48.2,X,"1. 직무 정의: 방역·방재기사는 감염병 예방 및 방역, 자연재해로부터의 안전을 확보하기 위해 관련 정책을 수립하고 실행하는 역할을 합니다. 이들은 생명주기 전반에 걸쳐 방역 및 방재 활동을 계획하고 관리합니다.

2. 핵심 역할: 방역·방재기사는 공공의 건강과 안전을 지키기 위해 효과적인 방역 및 방재 시스템을 구축하고 운영하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 기획: 방역 및 방재 정책과 프로그램을 기획하고, 관련 법규 및 지침을 수립합니다.
   - 실행: 방역 및 방재 활동을 현장에서 실행하며, 감염병 발생 시 신속하게 대응합니다.
   - 모니터링: 방역 및 방재 활동의 효과성을 평가하고, 지속적으로 개선하기 위한 데이터를 수집 및 분석합니다.
   - 교육 및 홍보: 지역 사회 및 관련 기관에 방역 및 방재의 중요성을 교육하고, 예방 조치를 홍보합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 감염병학 및 방재학에 대한 기초 지식
     - 관련 법규 및 정책에 대한 이해
   - 인프라/운영/협업 등 실무 적용 역량
     - 현장 대응 및 관리 능력
     - 다양한 이해관계자와의 협업 및 커뮤니케이션 능력"
공공·복지,보건관리자,보건의료 서비스 관리자; 산업안전보건 전문가,CIE,49.0,57.1,43.5,54.9,54.2,53.5,X,"1. 직무 정의: 보건관리자는 조직 내 직원들의 건강과 안전을 관리하고 증진하는 역할을 수행합니다. 이 직무는 건강 프로그램의 개발, 실행 및 평가를 포함하여 직원들의 건강을 유지하고 질병 예방에 기여합니다.

2. 핵심 역할: 보건관리자는 직원들의 건강과 복지를 증진시키고, 안전한 근무 환경을 조성하는 것을 목표로 합니다.

3. 주요 업무:
   - 건강 프로그램 기획: 직원 건강 증진을 위한 프로그램을 기획하고 필요한 자원을 확보합니다.
   - 건강 평가 및 모니터링: 직원들의 건강 상태를 평가하고 정기적으로 건강 검진을 실시하여 데이터를 수집합니다.
   - 교육 및 홍보: 건강 관련 교육을 실시하고, 건강한 생활습관을 장려하는 캠페인을 운영합니다.
   - 정책 수립 및 관리: 조직의 보건 정책을 수립하고, 관련 법규 및 지침을 준수하도록 관리합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 보건학 및 공중보건 관련 지식이 필요합니다.
     - 건강 관리 및 예방 의학에 대한 이해가 요구됩니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 다양한 부서와 협업하여 건강 프로그램을 운영하는 능력이 필요합니다.
     - 위기 관리 및 응급 처치에 대한 실무 경험이 요구됩니다."
공공·복지,사서,사서 및 미디어 컬렉션 전문가,CSI,43.4,51.9,52.6,56.5,44.6,59.5,X,"1. 직무 정의: 사서는 도서관에서 자료의 수집, 정리, 관리 및 이용자에게 정보 서비스를 제공하는 역할을 합니다. 이 직무는 정보의 생명주기를 관리하며, 이용자의 정보 요구를 충족시키기 위해 다양한 자료를 활용합니다.

2. 핵심 역할: 사서는 이용자에게 필요한 정보를 제공하고, 도서관 자원을 효율적으로 관리하는 것을 목표로 합니다.

3. 주요 업무:
   - 자료 수집: 다양한 출처에서 도서 및 자료를 선정하고 구매합니다.
   - 자료 정리: 수집한 자료를 분류하고 카탈로그화하여 체계적으로 관리합니다.
   - 정보 서비스 제공: 이용자의 정보 요청에 따라 필요한 자료를 검색하고 제공하며, 정보 활용법을 안내합니다.
   - 프로그램 운영: 독서 프로그램, 정보 교육 등 다양한 프로그램을 기획하고 운영합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 도서관학 및 정보학에 대한 이해가 필요합니다.
     - 정보 검색 및 평가 방법에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 도서관 관리 시스템(예: Koha, Alma)을 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 내 협업 및 커뮤니케이션 능력이 중요합니다.
     - 이용자 요구를 분석하고 적절한 서비스를 제공하는 능력이 필요합니다."
공공·복지,사회복지사,아동·가족·학교 사회복지사; 보건의료 사회복지사,SIC,40.7,52.9,52.4,75.8,44.5,34.8,X,"1. 직무 정의: 사회복지사는 개인, 가족, 지역사회가 직면한 다양한 문제를 해결하기 위해 지원하고 자원을 연결하는 역할을 수행합니다. 이들은 복지 서비스의 기획, 실행 및 평가를 통해 사회적 안전망을 강화하는 데 기여합니다.

2. 핵심 역할: 사회복지사는 사회적 약자와 소외된 계층의 삶의 질 향상을 목표로 하여, 필요한 지원을 제공하고 자원을 효율적으로 연결하는 역할을 합니다.

3. 주요 업무:
   - 상담 및 평가: 클라이언트의 필요와 문제를 파악하고, 적절한 지원 방안을 모색합니다.
   - 서비스 계획 수립: 클라이언트의 상황에 맞는 복지 서비스 계획을 수립하고 조정합니다.
   - 자원 연계 및 지원: 필요한 자원(의료, 주거, 교육 등)을 클라이언트에게 연결하고, 지속적인 지원을 제공합니다.
   - 사례 관리: 클라이언트의 진행 상황을 모니터링하고, 필요 시 서비스 조정을 통해 지속적인 지원을 관리합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 사회복지 이론 및 법률에 대한 이해
     - 심리학 및 상담 기법에 대한 지식
   - 주요 사용 언어 및 툴
     - 데이터 관리 소프트웨어(예: MS Excel, SPSS)
     - 상담 기록 및 관리 시스템(예: Case Management Software)
   - 인프라/운영/협업 등 실무 적용 역량
     - 다양한 기관 및 서비스와의 협업 능력
     - 클라이언트와의 효과적인 의사소통 능력
     - 문제 해결 및 갈등 조정 능력"
