JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,통합_직무정의
고객서비스·리테일,승무원,승무원,CRS,54.0,41.5,42.4,56.9,48.8,47.1,X,"탑승수속이란 여행구비서류를 확인 후 승객에게 선호좌석을 배정하고 탑승권을 발급하며, 항공보안규정에 따라 수하물을 접수 처리하는 능력이다.
 수하물 탑재·하기 점검이란 수하물이 항공기에 탑재되는 과정과 로드 시트(Load sheet) 전달, 도착 시 수하물이 하기되어 승객에게 전달되는 과정에 대한 전반적인 업무와 지상조업사에 대한 현장 감독 및 점검하는 능력이다.
 탑승수속관리는 탑승수속에 필요한 정보 사전입력 및 에디팅 등 수속 전 준비업무와 탑승수속 마감을 위한 제반사항을 처리하는 능력이다.
 항공운임산출은 항공운임 기반지식을 토대로 항공운임시스템을 활용하여 항공운임의 종류를 결정하고 산출하는 능력이다.
 항공운임보완규정적용은 항공운임보완규정과 제한규정을 적용하여 다양한 유형의 항공운임을 산출하는 능력이다.
 수하물 사고 처리란 승객이 항공사에 위탁한 수하물이 승객과 함께 최종 목적지에 도착하지 않거나 수하물 또는 내용물에 파손이 생기거나 분실이 생기는 경우, 승객에게 안내하고 처리하는 능력이다.
 항공여객예약 관리는 개인 및 단체여객의 예약기록을 관리하고, 특수여객의 예약 업무를 처리하는 능력이다.
 출발과 도착업무는 탑승구에서 정시운항 범위내에 승객들에게 원활한 탑승서비스를 제공하고 항공기 도착 후 입국 및 환승 승객들에게 적절한 안내를 제공할 수 있는 능력이다.
 항공여객서비스 고객 응대란 서비스 마인드와 서비스 매너를 갖추고 전체적인 항공여객운송서비스의 절차, 공항시설과 기능, 지상조업서비스 등 관련 업무를 이해하고 항공운송서비스를 원활하게 수행하기 위해서 준비할 수 있는 능력이다.
 항공여객부대서비스 관리는 항공여객의 부대서비스여정과 항공사별 특별서비스를 예약하고, 상용고객프로그램과 출입국 규정을 안내할 수 있는 능력이다.
 항공여객서비스 개요 분석은 항공산업구조와 항공운송서비스 특성을 파악하고 항공여객대리점의 판매를 지원하며, 항공사 수익관리 구조를 파악하는 능력이다.
 항공여정 예약기록 작성은 여객의 항공여정을 확인하여 개인예약기록과 단체예약기록을 작성하고 변경할 수 있는 능력이다.
 항공권 발행은 다양한 유형의 항공권 발행에 필요한 사전 규정을 점검하여 다양한 유형의 항공권을 발행하고, 정산 및 매표보고를 할 수 있는 능력이다.
 비정상 운항 관리는 기상이나 정비 또는 승객, 수하물 등에 다양한 사유로 항공기가 비정상적으로 운항할 경우에 승객과 항공기를 안전하고 편리하게 처리하는 능력이다.
 항공권 재발행은 여객 및 항공사의 다양한 변동 사항을 반영하여 항공권 내용을 변경하고, 환불 처리할 수 있는 능력이다."
고객서비스·리테일,애견미용·훈련,동물 돌봄 종사자,RSC,64.1,46.3,45.9,54.6,37.3,34.1,X,"애완동물미용 기자재관리란 애완동물 미용 기자재의 위생과 성능 유지를 위하여 미용도구와 미용 소모품을 관리하고, 미용장비를 유지 보수하는 능력이다.
 애완동물 응용미용이란 고객 요구에 따른 창의적인 스타일 개발을 위해 애완동물에 유해하지 않게 다양한 스타일을 구상하고 도구 사용을 통하여 개체의 개성이 균형 있고 조화롭게 표현된 응용 스타일을 완성하는 능력이다.
 애완동물 염색 미용이란 고객의 요구에 따라 애완동물에게 위해하지 않는 염색 제품을 사용하여 다양한 염색 기법으로 색상을 연출하는 능력이다.
 쇼 미용이란 각종 대회 및 행사에 참여하기 위해 애완동물의 품종 표준을 파악하고 테이블 매너 훈련을 거쳐 표준미용 방법에 따른 쇼 미용 커트, 쇼 스트리핑, 쇼 메이크업을 하는 능력이다.
 애완동물 일반미용이란 고객 요구에 따라 전체적인 미용 스타일을 완성하기 위해 개체별 특성을 파악하여 클리핑과 시저링을 수행하는 능력이다.
 애완동물미용 안전 · 위생관리란 작업장 내의 작업자와 애완동물의 사고 예방과 위생관리를 위해 사전 안전교육, 장비 점검을 하고 작업장과 작업자, 작업도구의 청결을 유지관리하는 능력이다.
 애완동물 목욕이란 애완동물 피모의 건강을 위하여 대상에 맞는 미용도구를 활용하여 브러시, 샴푸, 린스, 드라이 작업을 수행하는 능력이다.
 애완동물미용 고객 상담이란 고객의 요구 조건 파악과 애완동물에 필요한 서비스를 제공하기 위해 고객 응대, 관리차트 작성, 애완동물 상태 확인, 스타일 상담, 미용 후 관리 업무를 수행하는 능력이다.
 애완동물 장모 관리란 고객의 요구와 개체 특성을 살리기 위해 털을 기르고 관리하는 작업으로 브러시 작업, 목욕, 래핑ㆍ밴딩을 수행하는 능력이다.
 애완동물 기본미용이란 애완동물의 건강과 청결함을 유지하기 위하여 미용도구 활용법을 파악하여 발톱과 귀를 관리하고, 기본 클리핑, 기초 시저링을 하는 능력이다."
고객서비스·리테일,여행에이전트,여행 대리인,ECS,37.4,38.0,47.9,58.4,62.4,58.4,X,"여행 상품 계약이란 고객에게 사전 합의한 상품을 제공하기 위하여 계약 서류를 작성한 후 계약을 체결하고 최종 결제 내용을 확인하는 능력이다. 
 고객 응대란 전화, 방문, 인터넷 등으로 응대하는 능력이다.
 여행요금 상담이란 고객의 요청에 따라 상품 판매 가격 결정을 위하여 원가표를 작성하고 여행 요금을 산출하여 상담하는 능력이다.  
 지상수배란 고객이 계약한 여행상품의 계약 의무이행을 위하여 여행 목적지의 숙박시설, 현지 교통편, 식당시설, 관광지를 수배하는 능력이다.
 교통편 조회 예약이란 항공·육상·해상 교통편 여객의 여행 이동 수단의 편의를 제공하기 위하여 여행 관련 교통편 조회, 예약을 수행하는 능력이다. 
 여행상품상담 교육이란 여행상담원의 여행상품상담 업무 수행을 위해 상품정보 파악, 상품상담 매뉴얼 작성, 상품 상담 교육을 할 수 있는 능력이다.
 교통편 예약이란 항공·육상·해상 교통편 여객 예약을 수행하는 능력이다.
 상품 추천이란 고객 정보·욕구를 파악하여 상품을 추천하는 능력이다.
 상담 자료 작성이란 상담자료를 수집하고 작성한 후 전달하는 능력이다.
 상담 고객 관리란 부가 상품 정보를 제공하고 네트워크를 활용하여 고객을 관리하는 능력이다.
 여행상품상담 교육 지원이란 상품정보파악, 상품상담 매뉴얼 작성, 상품 상담 교육을 지원하는 능력이다.
 교통편 조회란 항공·육상·해상 교통편 여객 예약을 조회하는 능력이다.
 여행 고객 관리란 여행상품 계약이 완료된 고객의 원활한 여행과 사후 관리를 위하여 여행 정보 자료를 제공하고 여행 후 사후 관리를 하며 재방문 고객을 창출하는 능력이다.
 교통편 발권이란 항공·육상·해상 교통편 여객의 여행 이동 수단의 편의를 제공하기 위하여 해당 교통편 여객 발권을 수행하는 능력이다.
 상품 설명이란 상품 설명 방법을 선택한 후 상품을 설명하고 상품 설명 결과를 활용하는 능력이다.
 여행서류확인 지원이란 여권, 비자, 출입국, 보험 서류 등의 확인을 지원하는 능력이다.
 여행 상품 설명이란 고객의 요구에 부합하는 상품을 제공하기 위하여 상품 설명 자료를 수집하고 작성하고 설명한 후 상담 결과를 활용하는 능력이다. 
 여행서류 확인이란 고객의 원활한 해외여행을 준비하기 위하여 여권, 비자, 출입국, 보험 서류를 확인하는 능력이다.
 고객 응대 서비스란 여행사의 신규 고객을 유치하기 위하여 고객 문의에 응대하고, 고객의 수요를 정확히 파악하여 상품을 추천하고, 상담 고객의 정보를 관리하여 상담 후 고객을 유치하는 능력이다."
고객서비스·리테일,운영보조·매니저,총괄 및 운영 관리자; 행정 서비스 관리자,ECS,41.1,42.7,42.9,53.1,68.1,60.0,X,"고객데이터 관리는 효과적으로 고객관리업무를 수행하기 위하여 고객의 데이터를 수집, 정제하고 유지하는 능력이다.
 고객분석은 고객의 평생가치가 높은 고객을 발굴하기 위하여 고객을 특성별로 분류하여 상품과 결합한 분석을 통해 대상 고객을 확장하는 능력이다.
 고객 필요정보 제공이란 예측되는 고객의 정보요구에 대응하기 위하여 필요 정보를 산출하고, 경로별로 정보를 제공하며 관리하는 능력이다.
 고객데이터 분석이란 체계적인 고객관리를 위하여 고객데이터 분석 계획을 수립하고, 그에 따라 정형·비정형 데이터를 수집, 정제, 분석하여 고객관리 시사점을 도출하는 능력이다.
 고객지원은 고객의 호감도를 높이기 위하여 고객의 요구사항의 파악, 대응, 지원업무를 수행하고 고객요구사항 이력을 관리하는 능력이다.
 고객 분석과 데이터 관리는 고객의 평생가치가 높은 고객을 발굴하고 효과적인 고객관리업무를 수행하기 위하여 고객을 특성별로 분류하고, 고객의 데이터를 수집, 정제하고 유지하여 대상 고객을 확장하는 능력이다.
 고객 관계 관리란 고객데이터 분석 결과를 바탕으로 고객 유형을 분류하여 고객 관계를 확보하고 유지하기 위한 업무를 수행하는 능력이다.
 고객관리 성과 평가란 고객관리 계획의 달성 여부를 판단하기 위하여 수립된 평가기준과 방법에 따라 성과를 평가하고 개선된 개선안을 도출하는 능력이다.
 고객관리 실행은 고객의 요구를 만족시키기 위하여 고객을 유형별로 분류하고 유형별 대응 방안을 수립하여 실행할 수 있는 능력이다
 고객관리 계획 수립이란 효과적으로 고객을 관리하기 위하여 전략목표와 실행방안을 도출하고 필요한 예산을 편성하는 능력이다.
 비정형 데이터 관리는 고객관리를 위해 자료를 수집하는 과정에서 형태를 미리 예측하고 준비할 수 없는 자료를 수집, 관리하고 분석하는 능력이다."
고객서비스·리테일,이벤트·웨딩플래너,회의·컨벤션·행사 기획자,ECS,36.2,37.6,51.2,59.8,69.6,54.0,X,"웨딩고객 상담은 고객과의 상담을 통해 파악된 고객의 성향 및 필요에 맞춰 예산을 설계하고 계약을 체결하는 능력이다.
 웨딩서비스 매너란 다양한 고객별 적절한 응대를 통해 신뢰감을 형성 할 수 있고, 웨딩플래너로서의 이미지를 연출 할 수 있으며 웨딩서비스 매너에 대한 교육도 진행 할 수 있는 능력이다.
 예식진행이란 고객의 니즈에 맞춰 예식콘셉트를 기획하고 예식전반을 총괄 진행 할 수 있는 능력이다.
 웨딩일정 관리란 고객의 일정을 준비절차에 따라 계획, 예약 및 확인, 체크리스트 작성 및 일정표에 따라 고객과 동행하며 일정을 관리하는 능력이다.
 웨딩정보 관리는 합리적인 결혼준비에 필요한 웨딩과 관련된 자료를 수집하여 고객에게 맞춤정보를 제공하고 모든 웨딩정보를 관리하는 능력이다.
 웨딩고객관리란 예식 진행이 완료된 고객의 만족도를 분석하여 관리하고, 고객과의 관계를 지속적으로 유지하여 사후연계상품을 제안하고 계약을 체결하며 이 과정에서 새로운 연계 고객을 창출하는 능력이다.
 건강가정 확산이란 건강한 가정의 필요성에 대해 정확하게 이해하고 홍보하며 예비부부들을 대상으로 교육하여 건강가정 만들기에 이바지 할 수 있는 능력이다.
 웨딩콘텐츠 개발이란 웨딩상품, 웨딩 관광상품, 혼수 및 연계상품과 관련된 새로운 콘텐츠를 지속적으로 개발하는 능력이다.
 웨딩컨설팅 기업경영이란 웨딩컨설팅기업의 재무관리, 인사관리, 조직관리를 효율적으로 운영하는 능력이다.
 웨딩고객 창출이란 웨딩시장을 분석하고 타깃 고객을 선정한 후 웨딩관련정보를 홍보하여 고객을 창출하는 능력이다.
 웨딩상품 컨설팅이란 고객의 예산에 맞춰 웨딩상품, 혼수상품, 연계상품 등을 구성 및 제안하고 최신 웨딩콘텐츠 개발, 업체를 제휴, 관리하는 능력이다."
고객서비스·리테일,장례지도사,"장례지도사, 장의사 및 장례 일정 담당자",CES,51.0,37.4,45.6,58.3,55.4,50.5,X,"시신 안치 관리란 사망의 원인과 종류를 구분하고, 그에 따른 안치 절차 업무를 수행하는 능력이다.
 시신 위생 관리란 시신의 상태에 따라 적절하게 처리를 하여 깨끗하고 위생적으로 관리하는 능력이다.
 시신복원이란 분장과 복원술을 적용하여 시신을 생전 모습에 가깝도록 복원하는 능력이다.
 염습준비란 염습을 시행하기 전에 종교별, 지방별 절차에 따라 사전상담을 하고 염습용품을 준비하는  능력이다.
 장례음식 상담이란 장례기간 동안 접대를 위한 접객음식과 의례에 사용하는 제의례 음식을 설명하고 안내하는 능력이다..
 감염 관리란 종사자나 이용자들이 각종 병원균에 감염되지 않도록 관리하는 능력이다.
 장례 방법 상담이란 장례 방법의 결정과 그 시설을 이용할 수 있도록 안내하는 능력이다.
 염습이란 염습용품을 준비하고, 시신을 깨끗하게 닦고 수의를 입혀 베로 싸서 묶어 관에 넣는 능력이다.
 장례 접수 안내란 사망자가 발생하였을 때 장례식장을 이용할 수 있도록 장례 접수를 안내하는 능력이다.
 종교별 의례 상담이란 유족이 결정한 종교에 따라 장례식을 진행할 수 있도록 상담하는 능력이다.
 장례용품 상담이란 장례의식을 진행하기 위해 사용되는 용품을 안내하고 이용할 수 있도록 상담하는 능력이다.
 장사시설 이용 안내란 장사시설에서 이루어지는 절차와 방법을 안내하는 능력이다.
 장례지도 서비스 경영 관리란 이용자의 만족도를 향상시키기 위하여 서비스 불만의 원인을 파악하여 대책을 수립하고 인적자원을 관리하는 능력이다.
 의례 예절 지도란 유족과 문상객에게 절차별, 종교별, 장사시설별 의례 예절을 지도하는 능력이다.
 유족심리 상담이란 유족의 심리적 안정과 일상복귀를 지원하는 능력이다.
 발인 지도란 발인 의례를 마친 후, 구(柩)를 상여나 운구차량에 싣고 빈소를 떠나 운반하는 과정을 지도하는 능력이다."
고객서비스·리테일,정비기사,버스·트럭 정비사 및 디젤엔진 전문기술자; 유지보수 및 수리원(일반),RCI,68.6,47.1,42.5,40.4,36.7,40.9,X,"자동차 시동장치 정비란 정상적인 엔진시동을 위하여 시동장치의 관련회로와 시동  전동기의 상태를 점검·진단하여 고장부위를 수리, 교환, 검사하는 능력이다.
 자동차 냉·난방장치 정비란 차량 실내 설정온도를 유지하기 위하여 압축기의 흡입압력과 토출압력을 측정하고 각 센서 데이터 값과 액추에이터의 작동 여부를 점검·진단 후 냉·난방장치를 수리, 교환, 검사하는 능력이다.
 자동차 전기·전자회로 분석이란 전기·전자회로장치의 정상적인 작동을 위하여 전기 회로도를 이해하고 관련부품을 점검·진단하여 수리, 교환, 검사하는 능력이다.
 자동차 고전압전기장치 정비란 HEV(Hybrid Electric Vehicle),  PEV(Plug-in Hybrid Electric Vehicle), EV(Electric Vehicle), FCEV(Fuel Cell Electric Vehicle)의 고전압전기장치의 작동원리를 이해하고, 고전압에 대한 안전 취급을 바탕으로 각 작동 모듈별 관련된 장치의 점검·진단을 하여 수리, 교환, 검사하는 능력이다.
 자동차 전기 · 전자장치 정비공정 수립이란 고장진단에서 결정된 고장부위에 대한 수리, 교환, 조정 등의 시간과 비용을 결정하는 능력이다.
 자동차 등화장치 정비란 등화장치의 정상적인 작동을 위해 등화장치를 점검·진단하여 문제의 부분을 수리, 교환, 검사하는 능력이다.
 하이브리드자동차 특화시스템 정비란 하이브리드자동차 특화시스템을 파악하여 각 작동모듈별 관련된 장치의 점검·진단을 하여 관련 부품을 수리, 교환, 검사하는 능력이다.
 전기자동차 특화시스템 정비란 전기자동차 특화시스템을 파악하여 각 작동모듈별 관련된 장치의 점검·진단을 하여 관련 부품을 수리, 교환, 검사하는 능력이다.
 전기자동차 전기장치정비란 EV차량의 전기적 흐름과 배터리 장치 원리를 파악하고, 이를 통하여 작동모듈별 관련된 장치를 진단·점검하여 수리, 교환하는 능력이다.
 자동차 편의장치 정비란 각종 편의장치의 정상적인 작동을 위해 진단장비를 활용하여 전원 및 컨트롤 모듈을 점검·진단하고 규정값에 맞게 조정, 수리, 교환, 검사하는 능력이다.
 자동차 전기 · 전자장치 정비고객상담이란 고객의 차량상태에 대한 의뢰사항 청취, 고장부위 및 수리비용 등을 설명하여 고객의 만족도를 높이고자 하는 능력이다.
 자동차 전기 · 전자장치 장비 유지보수란 자동차 정비 분야에서 사용되는 장비, 공구를 유지 및 관리하는 능력이다.
 자동차 충전장치 정비란 차량에 안정된 전원을 공급하기 위하여 배터리 및 발전기의 충전상태를 점검·진단하여 고장부위를 수리, 교환, 검사하는 능력이다.
 자동차 네트워크통신장치 정비란 각 네트워크통신장치의 특성을 이해하고, 전자제어 모듈간의 원활한 통신을 위하여 통신과 관련된 배선 및 장치를 점검·진단 및 수리, 교환, 검사하는 능력이다.
 자동차 전기·전자장치 정비 리빌드란 고장 원인부품의 재사용여부를 점검·진단하여 교환, 조정, 검사하는 능력이다.
 자동차 주행안전장치 정비란 주행안전장치의 특성을 이해하여, 각 센서의 입력값과 출력값을 측정하고 측정된 입·출력 값이 규정값 범위인지 여부를 비교·분석 후 컨트롤 모듈 및 작동모듈의 점검·진단 및 수리, 교환, 검사하는 능력이다.
 자동차 전기 · 전자장치정비 작업환경 관리란 자동차 정비작업 도중 발생되는 유해물질 등으로부터 작업자를 보호하기 위해 보호구를 선택하는 능력과 작업 시 장비 및 공구로부터 안전을 고려하여 작업하는 능력이다.
 자동차 전기 · 전자장치 정비 고장 진단이란 자동차원리를 파악하여 각종 측정 장비의 데이터와 정비사의 경험을 바탕으로 고장을 진단하는 능력이다."
고객서비스·리테일,플로리스트,플로럴 디자이너,RAC,58.5,39.5,64.0,45.8,50.7,40.8,X,"화훼장식 배송유통 관리란 고객의 요구와 상품 특성에 적합하게 배송을 준비하고 시행하여 배송 후 관리를 실시하는 능력이다.
 화훼장식 매장 운영관리란 지속적인 고객관리를 통해 판매율을 높이며, 사업장 운영을 위한 입출금, 회계, 안전, 인사관리하는 능력이다.
 화훼장식 절화상품 포장이란 글씨리본과 장식리본을 제작하여 포장하고 상품을 마무리하는 능력이다.
 화훼장식 가공화 응용상품 제작이란 가공화 응용상품 작업 준비를 하고, 압화, 보존화 상품을 제작한 후 작업공간을 정리하는 능력이다.
 화훼장식 분화 상품 제작이란 분화상품을 제작하기 위해 식물재료를 구매하고 상품 제작을 위한 작업을 준비 한 후 제작하여 포장하는 능력이다.
 화훼장식 분화상품 재료 구매란 분화상품을 제작하기 위해 분화 시장을 조사하여 구매목록을 작성하고 분화상품 재료를 구매하는 능력이다.
 화훼장식 상품 전시 홍보란 상품 판매를 촉진 할 수 있는 홍보 방법을 기획하여 상품을 전시하고 홍보하며 평가하는 능력이다.
 화훼장식 매장 디스플레이란 최대 이익창출을 위해 제작된 상품을 분류하고 판매상품 진열방법을 계획하여 상품을 효과적으로 진열하고 매장을 장식하는 능력이다.
 화훼장식 상품 판매란 최대 이익창출을 위해 제작된 상품을 효과적으로 진열하여 매장 또는 매장 외에서 판매하며, 제작된 상품과 부재료를 관리하는 능력이다.
 화훼장식 서양형 디자인이란 서양형 화훼장식의 전통적 기 법, 현대적 기법, 자유화 기법을 디자인하는 능력이다.
 화훼장식 신상품개발이란 화훼장식 상품의 수요확대와 매출증진을 위해 신상품을 연구하고 개발하는 능력이다.
 화훼장식 상품 관리란 제작된 절화상품, 분화상품, 가공화상품, 대여상품, 부재료를 관리하는 능력이다.
 화훼장식 디자인지도란 행사, 종교, 장례, 결혼 화훼장식과 화훼장식실무, 화훼장식시연, 작품평가방법을 지도하는 능력이다.
 화훼장식 절화 상품 제작이란 절화상품을 제작하기 위해 생화재료를 구매하고 상품 제작을 위한 작업을 준비한 후 제작하여 포장하는 능력이다.
 화훼장식 가공화상품 재료 구매란 가공화 상품을 제작하기 위해 가공화 시장을 조사하고 재료를 구매한 후 재료를 분류하는 능력이다.
 화훼장식 절화 기본상품 제작이란 절화상품 작업을 준비하고 꽃다발, 꽃바구니, 센터피스, 꽃꽂이상품를 제작한 후 작업공간을 정리하는 능력이다.
 화훼장식 분화상품 제작이란 분화상품 작업을 준비하고 분화상품을 제작한 후 작업공간을 정리하는 능력이다.
 화훼장식 식물 관리란 식물 재료를 분류하고 식물생장과 병충해를 관리하는 능력이다.
 화훼장식 가공화상품 포장이란 글씨리본과 장식리본을 제작하여 포장하고 상품을 마무리하는 능력이다.
 화훼장식 가공화 상품 제작이란 가공화상품을 제작하기 위해 가공화재료를 구매하고 상품 제작을 위한 작업을 준비한 후 제작하여 포장하는 능력이다.
 화훼장식 상품 판매란 제작된 상품을 고객을 응대하여 매장 또는 매장 외에서 판매하는 능력이다.
 화훼장식 절화상품 재료 구매란 절화상품을 제작하기 위해 절화시장을 조사하고 절화상품 재료를 구매하여 분류하는 능력이다.
 화훼장식 분화상품 포장이란 글씨리본과 장식리본을 제작하여 포장하고 상품을 마무리하는 능력이다.
 화훼장식 디자인이란 화훼장식품을 트렌드와 고객의 요구에 따라서 제작하기 위하여 목적에 맞게 조형미와 자연미를 응용하여 디자인하고 기초 조형이론과 양식을 지도하는 능력이다.
 화훼장식 상품기획이란  상품을 구상하고 실행예산을 수립한 후 상품을 기획하는 능력이다.
 화훼장식 상품기획이란 고객의 요구를 분석하여 상품을 구상하고 상품 제작의 실행예산을 수립한 후 상품을 기획하는 능력이다.
 화훼장식 상품 광고란 상품 판매를 촉진 할 수 있는 광고 방법을 기획하여 상품을 광고하고 평가하는 능력이다.
 화훼장식 상품 홍보란 상품 판매를 촉진 할 수 있는 전시와 홍보방법을 기획하여 상품을 전시하고 홍보하며 평가하는 능력이다.
 화훼장식 기초조사란 고객 상담을 통하여 고객의 요구를 분석하고, 상담일지와 견적서를 작성하는 능력이다.
 화훼장식 절화 응용상품 제작이란 절화 응용상품 작업을 준비하고 절화 기본상품을 응용 디자인하여 상품을 제작하고 화환상품, 부케상품 등을 제작한 후 작업공간을 정리하는 능력이다.
 화훼장식 가공화 기본상품 제작이란 가공화 기본상품 작업 준비를 하고, 인조화, 건조화 상품을 제작한 후 작업공간을 정리하는 능력이다.
 화훼장식 한국형 디자인이란 한국형 화훼장식의 기본화형, 응용화형, 자유화형을 디자인하는 능력이다."
고객서비스·리테일,호텔종사자,호텔·모텔·리조트 데스크 사무원,CSE,44.9,34.8,44.0,59.5,50.8,58.3,X,"하우스키핑 관리란 미니바 관리, 습득물 처리, 객실용품 재고 파악, 객실관리 업무보고서 작성, 객실 내 시설 수리 요청 등을 통해 객실을 최상의 상태로 관리하는 능력이다.
 체크 아웃(Check Out) 정산이란 투숙객 정보를 확인하여 최종 내역을 계산하고 현금 지급(Paid Out) 처리 , 환전, 정산(Cashier) 후  환송인사와 함께 재방문을 유도하는 능력이다.
 체크 인이란 고객의 편안한 투숙을 위하여 체크 인 준비, 고객 응대, 등록카드 작성 및 객실정보 안내를 제공하며 고객정보 등록 및 단체 체크 인을 수행하는 능력이다.
 재실(In-house) 고객관리는 고객의 편안한 투숙을 위해 고객 요청 사항 처리, 메시지 및 전달물 취급, 객실 상태 확인, 객실 변경하기, 투숙객 불평 접수하기 등을 해결하고 실행하는 능력이다.
 객실 매출 관리란 객실 매출의 극대화를 위해 객실 수요를 예측하고 상품을 업셀링하며 추가 요금 적용, 노쇼 차지 처리 등 기타 수입을 증대하기 위한 관리 능력이다.
 체크 아웃(Check Out)이란 투숙객 정보 확인, 추가 사용 내역(Bill) 확인, 최종 내역 확인과 계산을 통해 최종 정산을 하며 따뜻한 환송인사와 함께 재방문을 유도하는 능력이다.
 하우스키핑 관리란 객실상품을 판매하기 위해 객실 및 공용부분의 정비, 점검, 호텔 세탁물류 관리, 객실 오더, 습득물 처리, 객실관리 업무보고서 작성을 통해 객실을 최상의 상태로 관리하는 능력이다.
 객실 수납이란 지불 관련된 업무를 수행하기 위해 객실영업자금(House Fund) 확인과 현금 지급(Paid Out) 처리, 전기(Posting), 중간정산, 조별 정산 마감, 환전 등을 처리하는 능력이다.
 하우스키핑 정비란 객실상품을 판매하기 위해 객실정비, 객실 점검, 공용 부분 정비, 턴다운 서비스 등의 업무와 투숙객의 요청을 신속하게 서비스 하는 능력이다.
 호텔 세탁물 관리란 고객 세탁물 접수 처리와 직원 유니폼관리, 객실 및 업장 리넨류 관리 및 재고관리를 수행하는 능력이다.
 객실 일일 마감이란 호텔의 객실 요금 체크, 노쇼 체크, 야간회계 실행, 로그 북 인수인계, 일일보고서 작성 등 각 계정별로 일일 마감을 실행하는 능력이다.
 객실 예약 접수란 객실 · 부대시설 이용정보 파악, 예약 현황 및 고객 이력 확인, 예약 관련 자료 작성 및 변경을 처리하는 능력이다."
공공·복지,방역·방재기사,해충 방제원; 소방 검사관 및 조사관,RCI,63.2,52.6,42.0,44.0,45.0,48.2,X,"방역·방재기사는 감염병, 해충, 재난, 안전사고 등을 예방하기 위해 방역 작업, 소독, 방재 장비 점검, 위험요소 확인 및 현장 안전조치를 수행하는 업무이다.
 감염병 방역이란 감염병의 확산을 방지하기 위해 감염병의 종류와 특성을 파악하고, 방역 계획을 수립하여 방역 작업을 수행하는 능력이다.
 해충 방역이란 해충의 종류와 특성을 파악하여 해충의 발생 원인을 분석하고, 효과적인 방제 방법을 적용하여 해충을 방제하는 능력이다.
 재난 방재란 자연재해나 인적재해로부터 인명과 재산을 보호하기 위해 재난 유형별 위험 요소를 분석하고, 재난 예방 및 대응 계획을 수립하여 재난 방재 활동을 수행하는 능력이다.
 안전사고 예방이란 안전사고의 원인과 유형을 분석하여 안전 관리 계획을 수립하고, 안전 교육 및 현장 점검을 통해 안전사고를 예방하는 능력이다.
 방역 장비 관리란 방역 작업에 필요한 장비와 자재를 관리하고 유지보수하여 방역 작업이 원활하게 이루어질 수 있도록 지원하는 능력이다.
 위험 요소 확인 및 현장 안전조치란 작업 현장에서 발생할 수 있는 위험 요소를 식별하고, 적절한 안전 조치를 취하여 작업자의 안전을 확보하는 능력이다."
공공·복지,보건관리자,보건의료 서비스 관리자; 산업안전보건 전문가,CIE,49.0,57.1,43.5,54.9,54.2,53.5,X,"보건관리자는 사업장 근로자의 건강 보호와 산업재해 예방을 위해 작업환경과 건강위험 요인을 점검하고, 건강진단 관리, 보건교육, 응급조치, 직업병 예방, 유해요인 관리 등 산업보건 관련 업무를 수행하는 직무이다."
공공·복지,사서,사서 및 미디어 컬렉션 전문가,CSI,43.4,51.9,52.6,56.5,44.6,59.5,X,"사서는 도서관 및 자료실에서 도서, 문헌, 디지털 자료 등을 수집·분류·정리하고 이용자에게 자료 검색, 열람, 대출, 정보 활용 서비스를 제공하는 업무이다.
 자료 수집 및 분류란 도서관의 자료 수집 정책에 따라 도서, 문헌, 디지털 자료 등을 수집하고, 이를 체계적으로 분류하여 정리하는 능력이다.
 이용자 서비스란 이용자의 정보 요구를 파악하여 자료 검색, 열람, 대출, 정보 활용 서비스를 제공하는 능력이다.
 도서관 정보 관리란 도서관의 자료와 이용자 정보를 체계적으로 관리하여 도서관 운영을 지원하는 능력이다.
 디지털 자료 관리란 디지털 자료의 수집, 저장, 보존, 접근을 관리하여 이용자에게 디지털 자료 서비스를 제공하는 능력이다.
 정보 활용 교육이란 이용자가 도서관 자료와 정보를 효과적으로 활용할 수 있도록 교육 프로그램을 기획하고 운영하는 능력이다.
 도서관 홍보 및 마케팅이란 도서관의 서비스와 자원을 효과적으로 홍보하여 이용자 유치와 만족도를 높이는 능력이다.
 도서관 행사 기획 및 운영이란 도서관에서 다양한 행사를 기획하고 운영하여 이용자 참여를 촉진하는 능력이다.
 도서관 협력 및 네트워킹이란 다른 도서관이나 기관과 협력하여 자원 공유와 공동 서비스를 제공하는 능력이다."
